text,language,n_words
"   – Arvoisa puhemies, komission esiteltyä 16. kertomuksensa sanoimme, ettemme halua antaa päätöslauselmaa etukäteen.
",fi,11
"To jest Europa i Europa nie powinna się zmieniać.
",pl,9
"Prenons l' exemple de l' égalité des salaires.
",fr,8
"Gleichstellung ist ein Menschenrecht!
",de,4
"Ασφαλώς και διαπράχθηκαν σφάλματα.
",el,4
"To uzyskamy, jeżeli poprzemy ten wniosek.
",pl,6
"Όπως γνωρίζετε, η ΔΔ έχει μια διάρθρωση με περιορισμένη ημερήσια διάταξη.
",el,11
"Ajankohtaan nähden mietinnöstä on paisunut käsittelyn aikana liian laaja.
",fi,9
"In concreto tale azione si può realizzare nel quadro dell'alleanza europea per la RSI.
",it,15
"(Ústní pozměňovací návrh byl přijat)
",cs,5
"(EN) Hr. formand, jeg repræsenterer Skotland.
",da,6
"Mielestäni sopimuksissa kolmannen maailman maiden kanssa on saatava tasapaino aikaan.
",fi,10
"Hay que considerar nuestra pregunta oral a la Comisión en sentido positivo.
",es,12
"Yhdentyminen näytti törmäävän jo Amsterdamissa rajoihin.
",fi,6
"Hvordan gør vi det Europa, som vi forsøger at bygge, «spiseligt« for vores borgere?
",da,14
"Jens Rohde ima prav.
",sl,4
"Czy mogłaby pani wypowiedzieć się na ten temat?
",pl,8
"jménem skupiny IND/DEM. - Vážený pane předsedající, žijeme ve skutečně zábavném světě.
",cs,12
"Permítanme que en el último segundo diga aún unas palabras sobre el marco del debate.
",es,15
"Det samme gælder for medierne.
",da,5
"   En ole tietoinen asiasta.
",fi,4
"Demokrati, det måste vi lära oss alla, behöver dock ständig kontroll även bland vänner!
",sv,14
"Simplement les arrêter.
",fr,3
"(Il Presidente interrompe l'oratore)
",it,5
"Myslím, že Parlament se mohl ujistit o několika důležitých věcech.
",cs,10
"Jotkut selvästikin haluavat jäädä toisen luokan jäsenvaltioiksi.
",fi,7
"Wiem, że Parlament Europejski zwraca szczególną uwagę na te dwie sprawy.
",pl,11
"Det framtida gemensamma europeiska asylsystemet (debatt)
",sv,6
"Teille esitetty Progress-ohjelmaa koskeva ehdotus on erittäin tärkeä uuden sosiaalipoliittisen ohjelman toteuttamiselle.
",fi,13
"Ekoznačka má pro životní prostředí skutečnou přidanou hodnotu.
",cs,8
"To ni odvisno od teh ljudi.
",sl,6
"A segunda marca auricular pode ser substituída por um identificador electrónico.
",pt,11
"Lo hemos intentado con la anterior Presidencia y esta noche comenzamos con la Presidencia austríaca.
",es,15
"Vorrei concludere molto rapidamente con una domanda al Commissario Dalli.
",it,10
"Η αύξηση της αποδοτικότητας και ο εκσυγχρονισμός πρέπει να συμβαδίζουν.
",el,10
"Det ger upphov till frågor om respekten för internationella lagar.
",sv,10
"Este é um passo importante para a criação de um clima de confiança.
",pt,13
"Condenámos, por essa razão, a violência desde o princípio do passado mês de Abril.
",pt,14
"(Predsednik je prekinil govornico)
",sl,4
"Rád bych na závěr pohovořil o otázce civilní ochrany, přestože spadá do příslušnosti mých kolegů.
",cs,15
"Toinen asia on vakavampi.
",fi,4
"Det skulle vara bra om vi kunde få ett svar före debattens slut.
",sv,13
"Heillä on nyt mahdollisuus osallistua keskusteluihin ja päätöksiin, joissa käsitellään tämän kodin varsinaista muotoa.
",fi,14
"Ho letto, ho ascoltato e ho riflettuto.
",it,7
"Ten dostęp do informacji ułatwia nam monitorowanie i reagowanie na sytuacje na całym świecie.
",pl,14
"D’âpres négociations se profilent donc à l’horizon.
",fr,9
"Su contribución es fundamental para lo que nos proponemos.
",es,9
"Peço que essa lista seja incluída na acta da sessão.
",pt,10
"Projednávaný text ani jednou nezmiňuje, že je potřeba najít alternativu k jaderné energii.
",cs,13
"¿Introducirán aviones eléctricos pronto?
",es,4
"Turecká vláda je také vyzývána, aby respektovala pluralismus a náboženskou různorodost v sekulárním demokratickém státě.
",cs,15
"Tega se je treba lotiti in lotiti se ga je treba z globalnim sodelovanjem.
",sl,14
"Le vote aura lieu demain à 11 heures.
",fr,7
"Vi måste anta en förordning som förbjuder denna metod fullständigt.
",sv,10
"Organ ten może udzielić ulgi użytkownikowi otwierającemu nowe połączenie [...] zgodnie z prawem konkurencji WE [...]”.
",pl,14
"Anderledes for en måned siden.
",da,5
"Hanke kattaa myös lähes 50 000 henkilön koulutuksen.
",fi,6
"Des Weiteren darf in der Frage der Einfuhrkontrollen nicht nachgegeben werden.
",de,11
"Ας πάψουμε να ασχολούμαστε με το αρχείο Mens. "" αστυνομία ανακοίνωσε ότι έχει διαγραφεί.
",el,13
"Indemnisation des passagers en cas de faillite d'une compagnie aérienne (vote)
",fr,12
"Y quiero responder a dichas preocupaciones.
",es,6
"Odpověď je nasnadě.
",cs,3
"É por isso que temos de retirar lições dos nossos próprios erros.
",pt,12
"Jag tycker att detta är en svag punkt i meddelandet.
",sv,10
"El capital debe ascender al menos a 120.000 euros.
",es,8
"Pokud jde o ratifikaci Evropského střediska pro prevenci a kontrolu nemocí, také pana zpravodaje podporuji.
",cs,15
"Αγαπητοί συνάδελφοι, συγκεντρώνοντας τους παρανόμους σε συλλόγους δεν θα λύσουμε τα προβλήματά τους.
",el,13
"Še enkrat bi vas rad opozoril na to.
",sl,8
"Dziękuję, odnotujemy państwa wniosek.
",pl,4
"Oživení nemůže být úspěšné, nepřesvědčíme-li občany, že jednotný trh skutečně reprezentuje jejich zájmy.
",cs,14
"Mais, également dans ce domaine, il faut un peu de sincérité.
",fr,11
"Koszt niektórych leków na Malcie przekracza nieraz ponad dwukrotnie ich koszt w Europie.
",pl,13
"Παρομοίως, η παρούσα δέσμη μέτρων προέκυψε μέσα από τις τεράστιες προσπάθειες που κατέβαλε η Επιτροπή.
",el,15
"Kuten Lenz esitti, me tarvitsemme menettelymallin, joka ulottuu laajemmalle kuin mainosalan vapaaehtoinen valvonta.
",fi,13
"Le ruego me permita terminar aún mi frase.
",es,8
"(HU) Hvala, gospod predsednik.
",sl,4
"Και το γεγονός αυτό σηματοδοτεί επίσης ένα σημείο συναίνεσης μεταξύ μας.
",el,11
"Was die Methodik anbelangt, können europäische Richtlinien zu Asyl und Einwanderung nur Mindestnormen sein.
",de,14
"Nous tenons toujours à poursuivre de bonnes relations avec la Turquie.
",fr,11
"Προκειμένου να εξεταστούν σωστά οι επιπτώσεις των ουσιών, απαιτείται καλύτερη πληροφόρηση για τις ιδιότητές τους.
",el,15
"Permettre une immigration de masse est un écran de fumée.
",fr,10
"(Stoječe ovacije)
",sl,2
"Protokollen fra mødet den 22.maj er omdelt.
",da,7
"Der Stabilitäts- und Wachstumspakt war und ist für die Wirtschafts- und Währungsunion von großer Bedeutung.
",de,15
"Cette affaire se poursuivra néanmoins ensuite car nous avons besoin de ces réformes.
",fr,13
"Είναι και άλλες χώρες, και αυτό το γνωρίζουμε όλοι.
",el,9
"W tym duchu starałem się jako sprawozdawca-cień wspierać sprawozdawcę, zgłaszając poprawki.
",pl,12
"O Parlamento - o presente relatório é uma prova disso - prevê claramente esta evolução.
",pt,13
"Segue-se na ordem do dia a discussão conjunta dos seguintes relatórios:
",pt,12
"Og her er vi tilbage ved reformen, fru kommissær.
",da,9
"Union de l'Europe pour la gouvernance globale du système monétaire et financier.
",fr,13
"Det var en beklämmande syn.
",sv,5
"Förslaget bygger på att man endast tar hänsyn till vetenskapliga rapporter när det gäller förvaltningsåtgärder.
",sv,15
"(FI) Gospod predsednik, komisar, gospodu Parishu se zahvaljujem za to razpravo.
",sl,11
"(RO) Hr. formand! Jeg stemte for dette beslutningsforslag, og jeg vil nu forklare hvorfor.
",da,14
"Tällä hetkellä nuoremmat virkamiehet hyväksyvät työryhmissä 70 prosenttia kaikista laeista.
",fi,9
"Muchas gracias, señor Comisario.
",es,4
"Det finns skilda åsikter i rådet och parlamentet om nivån på budgetplanerna.
",sv,12
"Por lo que a mí respecta, este asunto traerá cola.
",es,10
"Io stesso l'ho fatto ai massimi livelli, menzionando casi particolari.
",it,11
"- Poročilo: Hiltrud Breyer
",sl,3
"Anstelle von Brennschiefer und Ignalina müssen wir etwas Neues finden.
",de,10
"Iskreno povedano ne morem razumeti, kako lahko imamo tako dober instrument, pa ga ne uveljavimo.
",sl,15
"Proizvodnja in izvoz se povečujeta in priča smo preobratu težnje po selitvi podjetij.
",sl,13
"V teh okoliščinah je Svet prisilil Evropski parlament, da je določil prednostne naloge.
",sl,13
"Nesse sentido, cremos que a abordagem é acertada.
",pt,8
"Τα δάση αποτελούν επίσης έναν πολύτιμο ανανεώσιμο φυσικό πόρο.
",el,9
"Tento plán se vám nepodaří prosadit bez podpory lidí.
",cs,9
"Je vous demande, chers députés, de nous aider dans cette tâche.
",fr,11
"Herr ordförande!
",sv,2
"   - Que s’est-il réellement passé avec les élections?
",fr,9
"Ehdotetun säädöksen lopullinen teksti on mielestäni tyydyttävä kompromissi.
",fi,8
"Problemet för tillfället är inte bara finansieringen, utan tillträdet, särskilt till Gaza.
",sv,12
"   . – Meine Damen und Herren!
",de,4
"Na to ne moremo več čakati.
",sl,6
"Došlo zde k záměně čísel, to je vše.
",cs,8
"A dlaczego niby miałaby się poprawić?
",pl,6
"Zdravé společnosti se budují odspodu nahoru.
",cs,6
"Men en europæisk social union findes kun sammen med europæiske fagforeninger.
",da,11
"Tässä on suuri ero.
",fi,4
"Presidente em exercício do Conselho. - (EN) Posso responder de forma breve - sim!
",pt,12
"(Le président retire la parole à l'orateur)
",fr,8
"Na závěr bych chtěl zopakovat, že potřebujeme evropskou strategii týkající se migračních pohybů.
",cs,13
"Spero che la Commissione riesca ad esercitare le debite pressioni.
",it,10
"Nadaljnje obravnavanje stališč in resolucij Parlamenta: glej zapisnik
",sl,8
"Har De set, hvor de symboler, som vi skatter, er anbragt i denne sal, hr.
",da,15
"9. Berufsethische Fragen in der Unternehmensführung (
",de,5
"Auxílios à construção naval
",pt,4
"   – Signor Presidente, oggi possiamo notare in quest’Aula un approccio alquanto contraddittorio.
",it,12
"Imenovanje 7 članov Računskega sodišča (razprava)
",sl,5
"Compreensivelmente, os EUA e o Japão também consideram a UE como um país único.
",pt,14
"Rättegång mot tidigare medlemmar av Röda khmererna i Kambodja
",sv,9
"La situazione generale in Tibet è proprio uno di questi.
",it,10
"Parlamentets resultater blev allerede opnået under førstebehandlingen.
",da,7
"Hr. formand, jeg kender min plads, og vi kan begynde med dette emne.
",da,13
"Isto é realmente escandaloso.
",pt,4
"Ωστόσο, αναμένουμε την παροχή περισσότερο λεπτομερών και έγκαιρων πληροφοριών και διαβουλεύσεων.
",el,11
"Te ette halua ymmärtää sitä, ettekä koskaan tule sitä ymmärtämään.
",fi,10
"Som hr.
",da,2
"Die Abstimmung kann nicht für ungültig erklärt werden.
",de,8
"Nawet najlepsze działania będą nieskuteczne, jeżeli nie towarzyszy im prawidłowa diagnoza.
",pl,11
"Domnívám se, že v Parlamentu panuje shoda napříč všemi skupinami.
",cs,10
"Den langtfra milde kritik af Lamassoure-betænkningen taler for sig selv.
",da,11
"Przedmiotowe sprawozdanie jest szczere - dla niektórych zbyt szczere.
",pl,8
"É imperioso cooperar, passo a passo, mais intensamente.
",pt,8
"Det kan inte vara tillåtet i ett civiliserat samhälle.
",sv,9
"Během šesti let války, která následovala, zahynulo více než šest milionů Poláků.
",cs,12
"Hoffentlich wird eine Mehrheit in diesem Haus diesen Standpunkt vertreten und Artikel 4 nicht streichen.
",de,14
"Ma anche così non saremo soddisfatti.
",it,6
"Det är följaktligen ytterst angeläget att detta skydd genomförs fullt ut i praktiken.
",sv,13
"Le autorità dello Zimbabwe sembrano non accorgersi della gravità della situazione e non intervengono.
",it,14
"Das ist nun wirklich unvertretbar.
",de,5
"¿Qué sucede cuando un acontecimiento particular en biotecnología exige una consideración ética?
",es,12
"Δώσαμε, επίσης, μεγάλη έμφαση στις ΜΜΕ και στα ευάλωτα άτομα, ιδίως στα άτομα με αναπηρία.
",el,15
"Die Benutzung des Systems wäre wesentlich zeit- und kostensparender gewesen als die soeben vollzogene Prozedur.
",de,15
"Det är alltså inte en närhetsprincip, utan det motsatta.
",sv,9
"Zawsze sądziłem, że jest to minimum, przez co moja interpretacja tego postanowienia była dość elastyczna.
",pl,15
"Nach der Unabhängigkeit blieben diese Steuerungsinstrumente erhalten.
",de,7
"Miten komissio aikoo laatia asianmukaiset reunaehdot yhdessä jäsenvaltioiden kanssa?
",fi,9
"Statsborgere fra tredjelande er ikke omfattet af vores handlingsplan, kun som familiemedlemmer.
",da,12
"Cette étude vise avant tout à recueillir des informations.
",fr,9
"Creo, en todo caso, que la persona más importante para conversar es Helmuth Kohl.
",es,14
"Herr Präsident! Zunächst möchte ich Frau Avilés Perea für ihre gründliche Arbeit danken.
",de,13
"En internationell styrka är förmodligen nödvändig för att hantera den nuvarande krisen.
",sv,12
"Em nossa opinião, a proposta do Conselho constitui um enorme erro político e jurídico.
",pt,14
"(Le président retire la parole à l'orateur)
",fr,8
"Vi taler om lande, der ligger under for fattigdom, armod og sygdom.
",da,12
"Musimy znaleźć sposób na podjęcie rozmowy i utrzymanie tych kanałów.
",pl,10
"Voici donc ce que mon groupe conseille au Conseil.
",fr,9
"Nie ma takiego odzewu ze strony klasy politycznej.
",pl,8
"Por eso, al no aprobar esta lógica, votaremos en contra de dicho informe.
",es,13
"Mme Thyssen vient de parler de l'amendement 18.
",fr,8
"Det er på mange måder en god analyse med velformulerede konklusioner.
",da,11
"On ne peut pas nier la volonté et l'engagement dont fait preuve l'Italie.
",fr,15
"Mułłowie powiesili w tym roku 65 osób.
",pl,6
"Jag skulle vilja skilja ut Ingrida Udre, den lettiska kandidaten.
",sv,10
"Ilmeinen esimerkki tästä on energiasektori.
",fi,5
"Vi har f.eks. brug for en egentlig skovbrugsstrategi i denne situation.
",da,12
"Εν κατακλείδει, αγαπητοί συνάδελφοι, θα ήθελα να κάνω μία πιο προσωπική παρατήρηση.
",el,12
"Además, creo que es el momento oportuno para hacerlo.
",es,9
"574/72 che stabilisce le modalità di applicazione del regolamento (CEE) n.
",it,10
"Pomembno je nameniti največ razpoložljivih sredstev za programe in politike za preprečevanje smrtnosti mater.
",sl,14
"(CS) Panie Przewodniczący! Ja również chciałbym poruszyć kwestię choroby Alzheimera.
",pl,10
